Block Group,Census Tract,County,Estimated Population,Median Age,Median Household Income,Female:!!Service occupations:!!Food preparation and serving related occupations,"$100,000 to $124,999",State Code,County Code,Block Group Code
Block Group 3,Census Tract 9117.02,Sumter County,1095,80.0,38140,,,12,119,911702
Block Group 4,Census Tract 9117.02,Sumter County,624,63.2,38750,,,12,119,911702
Block Group 1,Census Tract 9117.03,Sumter County,2741,75.0,50550,,,12,119,911703
Block Group 2,Census Tract 9117.03,Sumter County,2106,66.6,-666666666,,,12,119,911703
Block Group 1,Census Tract 9117.04,Sumter County,3024,75.7,66442,,,12,119,911704
Block Group 2,Census Tract 9117.04,Sumter County,1183,80.0,56447,,,12,119,911704
Block Group 3,Census Tract 9117.04,Sumter County,1030,76.3,53026,,,12,119,911704
Block Group 1,Census Tract 9800,Sumter County,0,-666666666.0,-666666666,,,12,119,980000
Block Group 1,Census Tract 9801,Sumter County,6571,41.0,-666666666,,,12,119,980100
Block Group 1,Census Tract 801.01,Volusia County,2121,63.6,53998,,,12,127,080101
Block Group 2,Census Tract 801.01,Volusia County,2511,51.7,66758,,,12,127,080101
Block Group 1,Census Tract 801.02,Volusia County,1703,55.7,116563,,,12,127,080102
Block Group 2,Census Tract 801.02,Volusia County,1914,67.6,109194,,,12,127,080102
Block Group 3,Census Tract 801.02,Volusia County,1618,70.5,65947,,,12,127,080102
Block Group 1,Census Tract 802.01,Volusia County,1201,64.9,73182,,,12,127,080201
Block Group 2,Census Tract 802.01,Volusia County,635,67.1,57031,,,12,127,080201
Block Group 3,Census Tract 802.01,Volusia County,441,63.6,53750,,,12,127,080201
Block Group 1,Census Tract 802.02,Volusia County,769,63.4,64028,,,12,127,080202
Block Group 2,Census Tract 802.02,Volusia County,639,63.5,50913,,,12,127,080202
Block Group 3,Census Tract 802.02,Volusia County,904,62.2,73065,,,12,127,080202
Block Group 1,Census Tract 803,Volusia County,958,57.8,36429,,,12,127,080300
Block Group 2,Census Tract 803,Volusia County,933,57.6,46250,,,12,127,080300
Block Group 3,Census Tract 803,Volusia County,1158,63.1,41250,,,12,127,080300
Block Group 1,Census Tract 804,Volusia County,838,48.1,185083,,,12,127,080400
Block Group 2,Census Tract 804,Volusia County,1042,53.5,86136,,,12,127,080400
Block Group 3,Census Tract 804,Volusia County,1390,60.9,73188,,,12,127,080400
Block Group 1,Census Tract 805,Volusia County,1365,42.7,46806,,,12,127,080500
Block Group 2,Census Tract 805,Volusia County,1516,57.9,49844,,,12,127,080500
Block Group 1,Census Tract 806,Volusia County,1473,51.7,54318,,,12,127,080600
Block Group 2,Census Tract 806,Volusia County,759,53.3,22106,,,12,127,080600
Block Group 3,Census Tract 806,Volusia County,1585,16.9,-666666666,,,12,127,080600
Block Group 1,Census Tract 807,Volusia County,1632,52.3,83661,,,12,127,080700
Block Group 2,Census Tract 807,Volusia County,1251,49.2,75125,,,12,127,080700
Block Group 3,Census Tract 807,Volusia County,1487,53.4,67031,,,12,127,080700
Block Group 1,Census Tract 808.03,Volusia County,890,48.8,44258,,,12,127,080803
Block Group 2,Census Tract 808.03,Volusia County,1203,36.9,83860,,,12,127,080803
Block Group 3,Census Tract 808.03,Volusia County,3138,40.2,56826,,,12,127,080803
Block Group 1,Census Tract 808.05,Volusia County,1746,70.0,24079,,,12,127,080805
Block Group 2,Census Tract 808.05,Volusia County,893,41.7,34361,,,12,127,080805
Block Group 3,Census Tract 808.05,Volusia County,3224,46.3,79309,,,12,127,080805
Block Group 1,Census Tract 808.06,Volusia County,2703,48.4,80337,,,12,127,080806
Block Group 1,Census Tract 808.07,Volusia County,1689,54.2,40128,,,12,127,080807
Block Group 2,Census Tract 808.07,Volusia County,1403,52.6,56419,,,12,127,080807
Block Group 3,Census Tract 808.07,Volusia County,2121,46.0,111625,,,12,127,080807
Block Group 1,Census Tract 808.08,Volusia County,2984,38.1,53684,,,12,127,080808
Block Group 2,Census Tract 808.08,Volusia County,1654,55.9,39482,,,12,127,080808
Block Group 3,Census Tract 808.08,Volusia County,1477,70.4,77005,,,12,127,080808
Block Group 1,Census Tract 808.09,Volusia County,2580,39.0,51354,,,12,127,080809
Block Group 2,Census Tract 808.09,Volusia County,1400,52.9,-666666666,,,12,127,080809
Block Group 1,Census Tract 809.01,Volusia County,1993,33.6,24837,,,12,127,080901
Block Group 2,Census Tract 809.01,Volusia County,567,40.7,43636,,,12,127,080901
Block Group 3,Census Tract 809.01,Volusia County,1523,45.7,-666666666,,,12,127,080901
Block Group 4,Census Tract 809.01,Volusia County,785,66.1,37829,,,12,127,080901
Block Group 1,Census Tract 809.02,Volusia County,811,44.7,34694,,,12,127,080902
Block Group 2,Census Tract 809.02,Volusia County,1003,36.3,42969,,,12,127,080902
Block Group 3,Census Tract 809.02,Volusia County,1153,45.9,64350,,,12,127,080902
Block Group 4,Census Tract 809.02,Volusia County,678,58.9,14139,,,12,127,080902
Block Group 1,Census Tract 810.01,Volusia County,1271,51.5,35778,,,12,127,081001
Block Group 2,Census Tract 810.01,Volusia County,489,57.3,35368,,,12,127,081001
Block Group 1,Census Tract 810.02,Volusia County,1128,50.7,44408,,,12,127,081002
Block Group 2,Census Tract 810.02,Volusia County,318,31.6,9839,,,12,127,081002
Block Group 3,Census Tract 810.02,Volusia County,932,36.0,50238,,,12,127,081002
Block Group 1,Census Tract 811.01,Volusia County,1661,54.1,41492,,,12,127,081101
Block Group 2,Census Tract 811.01,Volusia County,1007,58.1,54189,,,12,127,081101
Block Group 1,Census Tract 811.02,Volusia County,401,58.5,47708,,,12,127,081102
Block Group 2,Census Tract 811.02,Volusia County,1428,54.2,59850,,,12,127,081102
Block Group 1,Census Tract 812.01,Volusia County,1369,37.7,78000,,,12,127,081201
Block Group 2,Census Tract 812.01,Volusia County,504,42.4,29980,,,12,127,081201
Block Group 3,Census Tract 812.01,Volusia County,869,38.0,73419,,,12,127,081201
Block Group 4,Census Tract 812.01,Volusia County,332,80.0,16886,,,12,127,081201
Block Group 1,Census Tract 812.02,Volusia County,528,34.8,32527,,,12,127,081202
Block Group 2,Census Tract 812.02,Volusia County,712,24.6,11273,,,12,127,081202
Block Group 1,Census Tract 813,Volusia County,921,43.8,61250,,,12,127,081300
Block Group 2,Census Tract 813,Volusia County,928,55.0,31345,,,12,127,081300
Block Group 1,Census Tract 815,Volusia County,884,47.9,27756,,,12,127,081500
Block Group 2,Census Tract 815,Volusia County,727,42.8,57731,,,12,127,081500
Block Group 1,Census Tract 816,Volusia County,1300,29.7,30938,,,12,127,081600
Block Group 2,Census Tract 816,Volusia County,1451,44.0,33214,,,12,127,081600
Block Group 1,Census Tract 817.01,Volusia County,1258,45.9,30938,,,12,127,081701
Block Group 2,Census Tract 817.01,Volusia County,1903,40.4,55985,,,12,127,081701
Block Group 1,Census Tract 817.02,Volusia County,1001,27.6,56563,,,12,127,081702
Block Group 2,Census Tract 817.02,Volusia County,2422,35.9,38782,,,12,127,081702
Block Group 3,Census Tract 817.02,Volusia County,1489,36.4,-666666666,,,12,127,081702
Block Group 1,Census Tract 818,Volusia County,604,37.7,36354,,,12,127,081800
Block Group 2,Census Tract 818,Volusia County,1476,45.6,37276,,,12,127,081800
Block Group 3,Census Tract 818,Volusia County,660,52.7,34367,,,12,127,081800
Block Group 1,Census Tract 819,Volusia County,2199,21.3,41420,,,12,127,081900
Block Group 2,Census Tract 819,Volusia County,1539,20.4,-666666666,,,12,127,081900
Block Group 1,Census Tract 820,Volusia County,1172,35.2,22232,,,12,127,082000
Block Group 2,Census Tract 820,Volusia County,1080,20.2,2499,,,12,127,082000
Block Group 3,Census Tract 820,Volusia County,683,57.8,27297,,,12,127,082000
Block Group 1,Census Tract 821,Volusia County,899,39.0,17420,,,12,127,082100
Block Group 2,Census Tract 821,Volusia County,1532,17.8,34946,,,12,127,082100
Block Group 3,Census Tract 821,Volusia County,566,32.3,32969,,,12,127,082100
Block Group 4,Census Tract 821,Volusia County,850,49.8,41563,,,12,127,082100
Block Group 5,Census Tract 821,Volusia County,837,31.0,29056,,,12,127,082100
Block Group 1,Census Tract 822.01,Volusia County,1183,40.9,23576,,,12,127,082201
Block Group 2,Census Tract 822.01,Volusia County,615,55.3,33940,,,12,127,082201
Block Group 3,Census Tract 822.01,Volusia County,924,37.3,29234,,,12,127,082201
Block Group 4,Census Tract 822.01,Volusia County,1465,34.7,43246,,,12,127,082201
Block Group 1,Census Tract 822.02,Volusia County,2002,55.5,74349,,,12,127,082202
Block Group 1,Census Tract 823.02,Volusia County,919,46.8,72917,,,12,127,082302
Block Group 2,Census Tract 823.02,Volusia County,2755,28.3,43524,,,12,127,082302
Block Group 1,Census Tract 823.03,Volusia County,396,56.2,-666666666,,,12,127,082303
Block Group 2,Census Tract 823.03,Volusia County,2720,30.1,34965,,,12,127,082303
Block Group 1,Census Tract 824.01,Volusia County,1066,48.6,42174,,,12,127,082401
Block Group 2,Census Tract 824.01,Volusia County,1113,47.5,46763,,,12,127,082401
Block Group 3,Census Tract 824.01,Volusia County,1444,37.8,30531,,,12,127,082401
Block Group 1,Census Tract 824.04,Volusia County,1246,48.7,47646,,,12,127,082404
Block Group 2,Census Tract 824.04,Volusia County,1527,47.0,52152,,,12,127,082404
Block Group 1,Census Tract 824.05,Volusia County,1471,40.8,64516,,,12,127,082405
Block Group 2,Census Tract 824.05,Volusia County,642,49.4,44180,,,12,127,082405
Block Group 3,Census Tract 824.05,Volusia County,1179,57.7,47222,,,12,127,082405
Block Group 4,Census Tract 824.05,Volusia County,846,36.8,66250,,,12,127,082405
Block Group 1,Census Tract 824.06,Volusia County,2578,44.5,64398,,,12,127,082406
Block Group 1,Census Tract 824.10,Volusia County,1349,62.2,48490,,,12,127,082410
Block Group 2,Census Tract 824.10,Volusia County,1775,28.4,63425,,,12,127,082410
Block Group 3,Census Tract 824.10,Volusia County,1854,35.0,88372,,,12,127,082410
Block Group 4,Census Tract 824.10,Volusia County,1587,36.0,80222,,,12,127,082410
Block Group 1,Census Tract 824.11,Volusia County,2062,58.9,63368,,,12,127,082411
Block Group 2,Census Tract 824.11,Volusia County,1895,34.9,38911,,,12,127,082411
Block Group 1,Census Tract 824.12,Volusia County,1334,30.1,65060,,,12,127,082412
Block Group 2,Census Tract 824.12,Volusia County,1386,36.8,46324,,,12,127,082412
Block Group 1,Census Tract 824.13,Volusia County,3687,35.8,64938,,,12,127,082413
Block Group 1,Census Tract 824.14,Volusia County,2320,53.8,42556,,,12,127,082414
Block Group 2,Census Tract 824.14,Volusia County,1705,59.4,36923,,,12,127,082414
Block Group 1,Census Tract 824.15,Volusia County,1447,63.8,42230,,,12,127,082415
Block Group 2,Census Tract 824.15,Volusia County,1569,46.5,38571,,,12,127,082415
Block Group 1,Census Tract 825.03,Volusia County,1572,44.2,36893,,,12,127,082503
Block Group 2,Census Tract 825.03,Volusia County,1509,42.9,34830,,,12,127,082503
Block Group 3,Census Tract 825.03,Volusia County,384,68.5,27220,,,12,127,082503
Block Group 4,Census Tract 825.03,Volusia County,1725,54.0,47067,,,12,127,082503
Block Group 1,Census Tract 825.06,Volusia County,3004,54.9,54537,,,12,127,082506
Block Group 2,Census Tract 825.06,Volusia County,2010,43.3,39250,,,12,127,082506
Block Group 1,Census Tract 825.08,Volusia County,2938,47.0,93274,,,12,127,082508
Block Group 2,Census Tract 825.08,Volusia County,1597,55.7,88517,,,12,127,082508
Block Group 1,Census Tract 825.09,Volusia County,764,47.7,60000,,,12,127,082509
Block Group 2,Census Tract 825.09,Volusia County,519,55.9,76552,,,12,127,082509
Block Group 3,Census Tract 825.09,Volusia County,1273,50.7,72917,,,12,127,082509
Block Group 4,Census Tract 825.09,Volusia County,1464,53.8,84028,,,12,127,082509
Block Group 1,Census Tract 825.10,Volusia County,1328,54.0,65688,,,12,127,082510
Block Group 2,Census Tract 825.10,Volusia County,1274,51.2,36688,,,12,127,082510
Block Group 3,Census Tract 825.10,Volusia County,817,61.9,31061,,,12,127,082510
Block Group 1,Census Tract 825.11,Volusia County,1433,40.9,27500,,,12,127,082511
Block Group 2,Census Tract 825.11,Volusia County,954,52.0,33487,,,12,127,082511
Block Group 1,Census Tract 825.12,Volusia County,2465,52.6,72743,,,12,127,082512
Block Group 2,Census Tract 825.12,Volusia County,1246,58.9,52956,,,12,127,082512
Block Group 3,Census Tract 825.12,Volusia County,1715,30.8,70846,,,12,127,082512
Block Group 1,Census Tract 825.13,Volusia County,1661,39.9,29167,,,12,127,082513
Block Group 1,Census Tract 826.04,Volusia County,419,55.3,73934,,,12,127,082604
Block Group 2,Census Tract 826.04,Volusia County,2569,62.4,40769,,,12,127,082604
Block Group 1,Census Tract 826.05,Volusia County,1766,45.9,81375,,,12,127,082605
Block Group 2,Census Tract 826.05,Volusia County,2118,67.8,47708,,,12,127,082605
Block Group 1,Census Tract 826.06,Volusia County,1186,65.0,79777,,,12,127,082606
Block Group 2,Census Tract 826.06,Volusia County,1175,62.0,76687,,,12,127,082606
Block Group 3,Census Tract 826.06,Volusia County,981,67.0,93229,,,12,127,082606
Block Group 1,Census Tract 826.07,Volusia County,898,60.5,62722,,,12,127,082607
Block Group 2,Census Tract 826.07,Volusia County,1100,52.8,53468,,,12,127,082607
Block Group 1,Census Tract 827.01,Volusia County,1825,62.7,80208,,,12,127,082701
Block Group 1,Census Tract 827.03,Volusia County,1529,66.0,55833,,,12,127,082703
Block Group 2,Census Tract 827.03,Volusia County,519,65.4,78750,,,12,127,082703
Block Group 3,Census Tract 827.03,Volusia County,1348,55.1,125582,,,12,127,082703
Block Group 1,Census Tract 827.04,Volusia County,557,53.2,108618,,,12,127,082704
Block Group 2,Census Tract 827.04,Volusia County,1602,64.2,75417,,,12,127,082704
Block Group 1,Census Tract 827.05,Volusia County,884,64.6,87500,,,12,127,082705
Block Group 2,Census Tract 827.05,Volusia County,1449,69.0,49659,,,12,127,082705
Block Group 1,Census Tract 828.01,Volusia County,3467,50.8,40677,,,12,127,082801
Block Group 1,Census Tract 828.02,Volusia County,1303,55.3,53385,,,12,127,082802
Block Group 2,Census Tract 828.02,Volusia County,514,64.4,33878,,,12,127,082802
Block Group 3,Census Tract 828.02,Volusia County,588,55.2,82448,,,12,127,082802
Block Group 4,Census Tract 828.02,Volusia County,1487,61.9,68984,,,12,127,082802
Block Group 1,Census Tract 829.02,Volusia County,1329,48.5,59028,,,12,127,082902
Block Group 2,Census Tract 829.02,Volusia County,1210,44.9,39750,,,12,127,082902
Block Group 3,Census Tract 829.02,Volusia County,2073,53.7,77750,,,12,127,082902
Block Group 4,Census Tract 829.02,Volusia County,1384,61.8,74401,,,12,127,082902
Block Group 1,Census Tract 829.03,Volusia County,746,36.7,43214,,,12,127,082903
Block Group 2,Census Tract 829.03,Volusia County,2580,36.5,82924,,,12,127,082903
Block Group 3,Census Tract 829.03,Volusia County,970,38.7,49917,,,12,127,082903
Block Group 4,Census Tract 829.03,Volusia County,1171,59.4,37321,,,12,127,082903
Block Group 1,Census Tract 829.04,Volusia County,3148,62.5,74688,,,12,127,082904
Block Group 2,Census Tract 829.04,Volusia County,2786,63.6,52047,,,12,127,082904
Block Group 1,Census Tract 830.03,Volusia County,3625,64.7,63482,,,12,127,083003
Block Group 2,Census Tract 830.03,Volusia County,1097,49.0,40326,,,12,127,083003
Block Group 3,Census Tract 830.03,Volusia County,1503,59.9,51726,,,12,127,083003
Block Group 1,Census Tract 830.05,Volusia County,2423,53.5,50662,,,12,127,083005
Block Group 2,Census Tract 830.05,Volusia County,1242,68.2,49179,,,12,127,083005
Block Group 1,Census Tract 830.06,Volusia County,2975,48.5,54879,,,12,127,083006
Block Group 2,Census Tract 830.06,Volusia County,2040,55.4,36450,,,12,127,083006
Block Group 3,Census Tract 830.06,Volusia County,1658,39.8,43004,,,12,127,083006
Block Group 1,Census Tract 830.07,Volusia County,3747,40.7,58911,,,12,127,083007
Block Group 2,Census Tract 830.07,Volusia County,1093,34.7,70039,,,12,127,083007
Block Group 1,Census Tract 830.08,Volusia County,1422,54.7,41958,,,12,127,083008
Block Group 2,Census Tract 830.08,Volusia County,896,61.8,35461,,,12,127,083008
Block Group 3,Census Tract 830.08,Volusia County,1170,62.6,41875,,,12,127,083008
Block Group 1,Census Tract 830.09,Volusia County,2338,52.9,40701,,,12,127,083009
Block Group 2,Census Tract 830.09,Volusia County,1366,58.2,44814,,,12,127,083009
Block Group 1,Census Tract 832.03,Volusia County,851,64.2,59973,,,12,127,083203
Block Group 2,Census Tract 832.03,Volusia County,3700,46.5,87348,,,12,127,083203
